"ISSN","Category"
"23740353","Geometry and Topology"
"23740353","Information Systems"
"23740353","Modeling and Simulation"
"23740353","Signal Processing"
"17938759","Philosophy"
"17938759","Health Policy"
"17938759","Health"
"17938759","Issues, Ethics and Legal Aspects"
"17939453","Philosophy"
"17939453","Health Policy"
"17939453","Health"
"17939453","Issues, Ethics and Legal Aspects"
"10059040","Chemistry"
"10059040","Education"
"14377799","Nephrology"
"14377799","Physiology"
"14377799","Physiology"
"13421751","Nephrology"
"13421751","Physiology"
"13421751","Physiology"
"18715273","Medicine"
"18715273","Pharmacology"
"18715273","Neuroscience"
"19963181","Medicine"
"19963181","Pharmacology"
"19963181","Neuroscience"
"15293181","Information Systems"
"09668373","Philosophy"
"14647273","Medicine"
"14647273","Obstetrics and Gynecology"
"14647273","Reproductive Medicine"
"17428149","Medicine"
"17428149","Obstetrics and Gynecology"
"17428149","Reproductive Medicine"
"18784518","Cultural Studies"
"18784518","Food Science"
"1878450X","Cultural Studies"
"1878450X","Food Science"
"19413300","Agronomy and Crop Science"
"19413300","Nature and Landscape Conservation"
"19413300","Soil Science"
"19413300","Water Science and Technology"
"00224561","Agronomy and Crop Science"
"00224561","Nature and Landscape Conservation"
"00224561","Soil Science"
"00224561","Water Science and Technology"
"19327005","Biomedical Engineering"
"19327005","Medicine"
"19327005","Biomaterials"
"19326254","Biomedical Engineering"
"19326254","Medicine"
"19326254","Biomaterials"
"20506120","Atomic and Molecular Physics, and Optics"
"20506120","Instrumentation"
"20506120","Materials Science"
"20506120","Spectroscopy"
"14733250","Social Sciences"
"14733250","Health"
"14733250","Social Work"
"13993062","Infectious Diseases"
"13993062","Transplantation"
"13982273","Infectious Diseases"
"13982273","Transplantation"
"10645578","Communication"
"10645578","Museology"
"10645578","Education"
"10645578","Tourism, Leisure and Hospitality Management"
"19347715","Communication"
"19347715","Museology"
"19347715","Education"
"19347715","Tourism, Leisure and Hospitality Management"
"13180185","History"
"14498944","Health Policy"
"01565788","Health Policy"
"23969415","Clinical Psychology"
"23969415","Developmental and Educational Psychology"
"23969415","Psychiatry and Mental Health"
"01454455","Arts and Humanities"
"01454455","Clinical Psychology"
"01454455","Developmental and Educational Psychology"
"15524167","Arts and Humanities"
"15524167","Clinical Psychology"
"15524167","Developmental and Educational Psychology"
"00927872","Algebra and Number Theory"
"15324125","Algebra and Number Theory"
"14320436","Cancer Research"
"14320436","Cell Biology"
"14320436","Developmental Biology"
"14320436","Molecular Biology"
"03014681","Cancer Research"
"03014681","Cell Biology"
"03014681","Developmental Biology"
"03014681","Molecular Biology"
"10525157","Gastroenterology"
"15581950","Gastroenterology"
"10680667","Developmental and Educational Psychology"
"10680667","Life-span and Life-course Studies"
"10680667","Experimental and Cognitive Psychology"
"15733440","Developmental and Educational Psychology"
"15733440","Life-span and Life-course Studies"
"15733440","Experimental and Cognitive Psychology"
"14708272","Business and International Management"
"14708272","Information Systems and Management"
"14708272","Strategy and Management"
"1479179X","Business and International Management"
"1479179X","Information Systems and Management"
"1479179X","Strategy and Management"
"20540892","Demography"
"20540892","Economics and Econometrics"
"20540892","Geography, Planning and Development"
"20540906","Demography"
"20540906","Economics and Econometrics"
"20540906","Geography, Planning and Development"
"17465672","Decision Sciences"
"17465672","Management Science and Operations Research"
"17465672","Strategy and Management"
"17465664","Decision Sciences"
"17465664","Management Science and Operations Research"
"17465664","Strategy and Management"
"14821826","Medicine"
"14821826","Pharmaceutical Science"
"14821826","Pharmacology"
"24705322","Building and Construction"
"24705322","Civil and Structural Engineering"
"24705322","Materials Science"
"24705322","Mechanical Engineering"
"24705314","Building and Construction"
"24705314","Civil and Structural Engineering"
"24705314","Materials Science"
"24705314","Mechanical Engineering"
"18686354","Linguistics and Language"
"18686354","Podiatry"
"18686354","Computer Science Applications"
"18686346","Linguistics and Language"
"18686346","Podiatry"
"18686346","Computer Science Applications"
"00237639","Economics and Econometrics"
"00237639","Environmental Science"
"15438325","Economics and Econometrics"
"15438325","Environmental Science"
"15351459","Environmental Chemistry"
"15351459","Environmental Science"
"15351459","Water Science and Technology"
"15351467","Environmental Chemistry"
"15351467","Environmental Science"
"15351467","Water Science and Technology"
"2398628X","Cultural Studies"
"2398628X","Economics, Econometrics and Finance"
"2398628X","Business and International Management"
"2398628X","Geography, Planning and Development"
"2398628X","Marketing"
"2398628X","Strategy and Management"
"23986298","Cultural Studies"
"23986298","Economics, Econometrics and Finance"
"23986298","Business and International Management"
"23986298","Geography, Planning and Development"
"23986298","Marketing"
"23986298","Strategy and Management"
"05848547","Analytical Chemistry"
"05848547","Atomic and Molecular Physics, and Optics"
"05848547","Instrumentation"
"05848547","Spectroscopy"
"22974725","Gastroenterology"
"22974725","Surgery"
"2297475X","Gastroenterology"
"2297475X","Surgery"
"22517308","Pharmacology, Toxicology and Pharmaceutics"
"22517308","Pharmaceutical Science"
"22285881","Pharmacology, Toxicology and Pharmaceutics"
"22285881","Pharmaceutical Science"
"15728773","Agricultural and Biological Sciences"
"15728773","Metals and Alloys"
"15728773","Biochemistry, Genetics and Molecular Biology"
"15728773","Biomaterials"
"09660844","Agricultural and Biological Sciences"
"09660844","Metals and Alloys"
"09660844","Biochemistry, Genetics and Molecular Biology"
"09660844","Biomaterials"
"08869634","Dentistry"
"08869634","Otorhinolaryngology"
"21510903","Dentistry"
"21510903","Otorhinolaryngology"
"16875281","Electrical and Electronic Engineering"
"16875281","Information Systems"
"16875281","Signal Processing"
"16875176","Electrical and Electronic Engineering"
"16875176","Information Systems"
"16875176","Signal Processing"
"23983396","Computer Networks and Communications"
"23983396","Computer Science Applications"
"23983396","Electrical and Electronic Engineering"
"23983396","Information Systems"
"23983396","Artificial Intelligence"
"21999260","Civil and Structural Engineering"
"21999260","Polymers and Plastics"
"21999279","Civil and Structural Engineering"
"21999279","Polymers and Plastics"
"1552650X","Philosophy"
"1552650X","Sociology and Political Science"
"1552650X","Social Psychology"
"00221678","Philosophy"
"00221678","Sociology and Political Science"
"00221678","Social Psychology"
"17551722","Social Sciences"
"17551722","Sociology and Political Science"
"17550882","Social Sciences"
"17550882","Sociology and Political Science"
"0269283X","Insect Science"
"0269283X","Veterinary"
"0269283X","Ecology, Evolution, Behavior and Systematics"
"0269283X","Parasitology"
"13652915","Insect Science"
"13652915","Veterinary"
"13652915","Ecology, Evolution, Behavior and Systematics"
"13652915","Parasitology"
"17582024","Medicine"
"17582024","Neurology"
"17582032","Medicine"
"17582032","Neurology"
"07302207","Agronomy and Crop Science"
"07302207","Plant Science"
"07302207","Genetics"
"14226383","Applied Mathematics"
"14226383","Mathematics"
"15564886","Law"
"15564886","Applied Psychology"
"15564886","Health"
"15564886","Pathology and Forensic Medicine"
"15564991","Law"
"15564991","Applied Psychology"
"15564991","Health"
"15564991","Pathology and Forensic Medicine"
"18692044","Applied Microbiology and Biotechnology"
"15904261","Applied Microbiology and Biotechnology"
"10547738","Nursing"
"15523799","Nursing"
"20951698","Energy Engineering and Power Technology"
"20951701","Energy Engineering and Power Technology"
"24058440","Multidisciplinary"
"2314436X","Pharmaceutical Science"
"2314436X","Biochemistry"
"2314436X","Genetics"
"2314436X","Molecular Biology"
"23144378","Pharmaceutical Science"
"23144378","Biochemistry"
"23144378","Genetics"
"23144378","Molecular Biology"
"03930440","Geometry and Topology"
"03930440","Mathematical Physics"
"03930440","Physics and Astronomy"
"00020443","Leadership and Management"
"00020443","Medicine"
"15390721","Leadership and Management"
"15390721","Medicine"
"1828695X","Pulmonary and Respiratory Medicine"
"20496958","Pulmonary and Respiratory Medicine"
"03617734","Dentistry"
"03617734","Medicine"
"15592863","Dentistry"
"15592863","Medicine"
"17577853","Orthopedics and Sports Medicine"
"17577853","Surgery"
"17577861","Orthopedics and Sports Medicine"
"17577861","Surgery"
"15322661","Veterinary"
"00345288","Veterinary"
"0092055X","Sociology and Political Science"
"0092055X","Education"
"1939862X","Sociology and Political Science"
"1939862X","Education"
"16155947","Cardiology and Cardiovascular Medicine"
"16155947","Medicine"
"16155947","Surgery"
"08905096","Cardiology and Cardiovascular Medicine"
"08905096","Medicine"
"08905096","Surgery"
"2076328X","Development"
"2076328X","Ecology, Evolution, Behavior and Systematics"
"2076328X","Psychology"
"2076328X","Behavioral Neuroscience"
"2076328X","Genetics"
"21610045","Applied Psychology"
"21610045","Organizational Behavior and Human Resource Management"
"21610045","Psychology"
"08894019","Applied Psychology"
"08894019","Organizational Behavior and Human Resource Management"
"08894019","Psychology"
"24681113","Computer Science Applications"
"24681113","Health, Toxicology and Mutagenesis"
"24681113","Toxicology"
"2073431X","Computer Networks and Communications"
"2073431X","Human-Computer Interaction"
"10956840","Animal Science and Zoology"
"10956840","Endocrinology"
"00166480","Animal Science and Zoology"
"00166480","Endocrinology"
"25787470","Infectious Diseases"
"25787470","Pharmacology"
"25787489","Infectious Diseases"
"25787489","Pharmacology"
"19453388","Medicine"
"19453388","Oral Surgery"
"19453388","Periodontics"
"01987569","Medicine"
"01987569","Oral Surgery"
"01987569","Periodontics"
"09638024","Development"
"09638024","Economics and Econometrics"
"14643723","Development"
"14643723","Economics and Econometrics"
"21589119","Law"
"0735648X","Law"
"21606544","Economics and Econometrics"
"21606544","Environmental Science"
"21606544","Management, Monitoring, Policy and Law"
"21606552","Economics and Econometrics"
"21606552","Environmental Science"
"21606552","Management, Monitoring, Policy and Law"
"14643774","Aquatic Science"
"14643774","Ecology"
"14643774","Ecology, Evolution, Behavior and Systematics"
"01427873","Aquatic Science"
"01427873","Ecology"
"01427873","Ecology, Evolution, Behavior and Systematics"
"13614533","Library and Information Sciences"
"13614533","E-learning"
"17407834","Library and Information Sciences"
"17407834","E-learning"
"26668319","Analytical Chemistry"
"19328486","Anatomy"
"19328486","Biotechnology"
"19328486","Ecology, Evolution, Behavior and Systematics"
"19328486","Histology"
"19328494","Anatomy"
"19328494","Biotechnology"
"19328494","Ecology, Evolution, Behavior and Systematics"
"19328494","Histology"
"00034894","Medicine"
"00034894","Otorhinolaryngology"
"1943572X","Medicine"
"1943572X","Otorhinolaryngology"
"0951354X","Education"
"0951354X","Organizational Behavior and Human Resource Management"
"14682435","Demography"
"00207985","Demography"
"14657325","Education"
"14657325","Speech and Hearing"
"10814159","Education"
"10814159","Speech and Hearing"
"15289044","Computer Science Applications"
"15289044","Electrical and Electronic Engineering"
"15289044","Electronic, Optical and Magnetic Materials"
"15289044","Mechanics of Materials"
"10437398","Computer Science Applications"
"10437398","Electrical and Electronic Engineering"
"10437398","Electronic, Optical and Magnetic Materials"
"10437398","Mechanics of Materials"
"17936993","Analysis"
"17936993","Mathematics"
"02198916","Analysis"
"02198916","Mathematics"
"25606778","Analysis"
"25606778","Applied Mathematics"
"25606921","Analysis"
"25606921","Applied Mathematics"
